"codigo_municipio";"nome_municipio";"sigla_uf"
"1";"ACRELANDIA";"AC"
"2";"ASSIS BRASIL";"AC"
"3";"BRASILEIA";"AC"
"4";"BUJARI";"AC"
"5";"CAPIXABA";"AC"
"6";"CRUZEIRO DO SUL";"AC"
"7";"EPITACIOLANDIA";"AC"
"8";"FEIJO";"AC"
"9";"JORDAO";"AC"
"10";"MANCIO LIMA";"AC"
"11";"MANOEL URBANO";"AC"
"12";"MARECHAL THAUMATURGO";"AC"
"13";"PLACIDO DE CASTRO";"AC"
"14";"PORTO ACRE";"AC"
"15";"PORTO WALTER";"AC"
"16";"RIO BRANCO";"AC"
"17";"RODRIGUES ALVES";"AC"
"18";"SANTA ROSA DO PURUS";"AC"
"19";"SENA MADUREIRA";"AC"
"20";"SENADOR GUIOMARD";"AC"
"21";"TARAUACA";"AC"
"22";"XAPURI";"AC"
"23";"AGUA BRANCA";"AL"
"24";"ANADIA";"AL"
"25";"ARAPIRACA";"AL"
"26";"ATALAIA";"AL"
"27";"BARRA DE SANTO ANTONIO";"AL"
"28";"BARRA DE SAO MIGUEL";"AL"
"29";"BATALHA";"AL"
"30";"BELEM";"AL"
"31";"BELO MONTE";"AL"
"32";"BOCA DA MATA";"AL"
"33";"BRANQUINHA";"AL"
"34";"CACIMBINHAS";"AL"
"35";"CAJUEIRO";"AL"
"36";"CAMPESTRE";"AL"
"37";"CAMPO ALEGRE";"AL"
"38";"CAMPO GRANDE";"AL"
"39";"CANAPI";"AL"
"40";"CAPELA";"AL"
"41";"CARNEIROS";"AL"
"42";"CHA PRETA";"AL"
"43";"COITE DO NOIA";"AL"
"44";"COLONIA LEOPOLDINA";"AL"
"45";"COQUEIRO SECO";"AL"
"46";"CORURIPE";"AL"
"47";"CRAIBAS";"AL"
"48";"DELMIRO GOUVEIA";"AL"
"49";"DOIS RIACHOS";"AL"
"50";"ESTRELA DE ALAGOAS";"AL"
"51";"FEIRA GRANDE";"AL"
"52";"FELIZ DESERTO";"AL"
"53";"FLEXEIRAS";"AL"
"54";"GIRAU DO PONCIANO";"AL"
"55";"IBATEGUARA";"AL"
"56";"IGACI";"AL"
"57";"IGREJA NOVA";"AL"
"58";"INHAPI";"AL"
"59";"JACARE DOS HOMENS";"AL"
"60";"JACUIPE";"AL"
"61";"JAPARATINGA";"AL"
"62";"JARAMATAIA";"AL"
"63";"JEQUIA DA PRAIA";"AL"
"64";"JOAQUIM GOMES";"AL"
"65";"JUNDIA";"AL"
"66";"JUNQUEIRO";"AL"
"67";"LAGOA DA CANOA";"AL"
"68";"LIMOEIRO DE ANADIA";"AL"
"69";"MACEIO";"AL"
"70";"MAJOR ISIDORO";"AL"
"71";"MAR VERMELHO";"AL"
"72";"MARAGOGI";"AL"
"73";"MARAVILHA";"AL"
"74";"MARECHAL DEODORO";"AL"
"75";"MARIBONDO";"AL"
"76";"MATA GRANDE";"AL"
"77";"MATRIZ DE CAMARAGIBE";"AL"
"78";"MESSIAS";"AL"
"79";"MINADOR DO NEGRAO";"AL"
"80";"MONTEIROPOLIS";"AL"
"81";"MURICI";"AL"
"82";"NOVO LINO";"AL"
"83";"OLHO D'AGUA DAS FLORES";"AL"
"84";"OLHO D'AGUA DO CASADO";"AL"
"85";"OLHO D'AGUA GRANDE";"AL"
"86";"OLIVENCA";"AL"
"87";"OURO BRANCO";"AL"
"88";"PALESTINA";"AL"
"89";"PALMEIRA DOS INDIOS";"AL"
"90";"PAO DE ACUCAR";"AL"
"91";"PARICONHA";"AL"
"92";"PARIPUEIRA";"AL"
"93";"PASSO DE CAMARAGIBE";"AL"
"94";"PAULO JACINTO";"AL"
"95";"PENEDO";"AL"
"96";"PIACABUCU";"AL"
"97";"PILAR";"AL"
"98";"PINDOBA";"AL"
"99";"PIRANHAS";"AL"
"100";"POCO DAS TRINCHEIRAS";"AL"
"101";"PORTO CALVO";"AL"
"102";"PORTO DE PEDRAS";"AL"
"103";"PORTO REAL DO COLEGIO";"AL"
"104";"QUEBRANGULO";"AL"
"105";"RIO LARGO";"AL"
"106";"ROTEIRO";"AL"
"107";"SANTA LUZIA DO NORTE";"AL"
"108";"SANTANA DO IPANEMA";"AL"
"109";"SANTANA DO MUNDAU";"AL"
"110";"SAO BRAS";"AL"
"111";"SAO JOSE DA LAJE";"AL"
"112";"SAO JOSE DA TAPERA";"AL"
"113";"SAO LUIS DO QUITUNDE";"AL"
"114";"SAO MIGUEL DOS CAMPOS";"AL"
"115";"SAO MIGUEL DOS MILAGRES";"AL"
"116";"SAO SEBASTIAO";"AL"
"117";"SATUBA";"AL"
"118";"SENADOR RUI PALMEIRA";"AL"
"119";"TANQUE D'ARCA";"AL"
"120";"TAQUARANA";"AL"
"121";"TEOTONIO VILELA";"AL"
"122";"TRAIPU";"AL"
"123";"UNIAO DOS PALMARES";"AL"
"124";"VICOSA";"AL"
"125";"ALVARAES";"AM"
"126";"AMATURA";"AM"
"127";"ANAMA";"AM"
"128";"ANORI";"AM"
"129";"APUI";"AM"
"130";"ATALAIA DO NORTE";"AM"
"131";"AUTAZES";"AM"
"132";"BARCELOS";"AM"
"133";"BARREIRINHA";"AM"
"134";"BENJAMIN CONSTANT";"AM"
"135";"BERURI";"AM"
"136";"BOA VISTA DO RAMOS";"AM"
"137";"BOCA DO ACRE";"AM"
"138";"BORBA";"AM"
"139";"CAAPIRANGA";"AM"
"140";"CANUTAMA";"AM"
"141";"CARAUARI";"AM"
"142";"CAREIRO";"AM"
"143";"CAREIRO DA VARZEA";"AM"
"144";"COARI";"AM"
"145";"CODAJAS";"AM"
"146";"EIRUNEPE";"AM"
"147";"ENVIRA";"AM"
"148";"FONTE BOA";"AM"
"149";"GUAJARA";"AM"
"150";"HUMAITA";"AM"
"151";"IPIXUNA";"AM"
"152";"IRANDUBA";"AM"
"153";"ITACOATIARA";"AM"
"154";"ITAMARATI";"AM"
"155";"ITAPIRANGA";"AM"
"156";"JAPURA";"AM"
"157";"JURUA";"AM"
"158";"JUTAI";"AM"
"159";"LABREA";"AM"
"160";"MANACAPURU";"AM"
"161";"MANAQUIRI";"AM"
"162";"MANAUS";"AM"
"163";"MANICORE";"AM"
"164";"MARAA";"AM"
"165";"MAUES";"AM"
"166";"NHAMUNDA";"AM"
"167";"NOVA OLINDA DO NORTE";"AM"
"168";"NOVO AIRAO";"AM"
"169";"NOVO ARIPUANA";"AM"
"170";"PARINTINS";"AM"
"171";"PAUINI";"AM"
"172";"PRESIDENTE FIGUEIREDO";"AM"
"173";"RIO PRETO DA EVA";"AM"
"174";"SANTA ISABEL DO RIO NEGRO";"AM"
"175";"SANTO ANTONIO DO ICA";"AM"
"176";"SAO GABRIEL DA CACHOEIRA";"AM"
"177";"SAO PAULO DE OLIVENCA";"AM"
"178";"SAO SEBASTIAO DO UATUMA";"AM"
"179";"SILVES";"AM"
"180";"TABATINGA";"AM"
"181";"TAPAUA";"AM"
"182";"TEFE";"AM"
"183";"TONANTINS";"AM"
"184";"UARINI";"AM"
"185";"URUCARA";"AM"
"186";"URUCURITUBA";"AM"
"187";"AMAPA";"AP"
"188";"CALCOENE";"AP"
"189";"CUTIAS";"AP"
"190";"FERREIRA GOMES";"AP"
"191";"ITAUBAL";"AP"
"192";"LARANJAL DO JARI";"AP"
"193";"MACAPA";"AP"
"194";"MAZAGAO";"AP"
"195";"OIAPOQUE";"AP"
"196";"PEDRA BRANCA DO AMAPARI";"AP"
"197";"PORTO GRANDE";"AP"
"198";"PRACUUBA";"AP"
"199";"SANTANA";"AP"
"200";"SERRA DO NAVIO";"AP"
"201";"TARTARUGALZINHO";"AP"
"202";"VITORIA DO JARI";"AP"
"203";"ABAIRA";"BA"
"204";"ABARE";"BA"
"205";"ACAJUTIBA";"BA"
"206";"ADUSTINA";"BA"
"207";"AGUA FRIA";"BA"
"208";"AIQUARA";"BA"
"209";"ALAGOINHAS";"BA"
"210";"ALCOBACA";"BA"
"211";"ALMADINA";"BA"
"212";"AMARGOSA";"BA"
"213";"AMELIA RODRIGUES";"BA"
"214";"AMERICA DOURADA";"BA"
"215";"ANAGE";"BA"
"216";"ANDARAI";"BA"
"217";"ANDORINHA";"BA"
"218";"ANGICAL";"BA"
"219";"ANGUERA";"BA"
"220";"ANTAS";"BA"
"221";"ANTONIO CARDOSO";"BA"
"222";"ANTONIO GONCALVES";"BA"
"223";"APORA";"BA"
"224";"APUAREMA";"BA"
"225";"ARACAS";"BA"
"226";"ARACATU";"BA"
"227";"ARACI";"BA"
"228";"ARAMARI";"BA"
"229";"ARATACA";"BA"
"230";"ARATUIPE";"BA"
"231";"AURELINO LEAL";"BA"
"232";"BAIANOPOLIS";"BA"
"233";"BAIXA GRANDE";"BA"
"234";"BANZAE";"BA"
"235";"BARRA";"BA"
"236";"BARRA DA ESTIVA";"BA"
"237";"BARRA DO CHOCA";"BA"
"238";"BARRA DO MENDES";"BA"
"239";"BARRA DO ROCHA";"BA"
"240";"BARREIRAS";"BA"
"241";"BARRO ALTO";"BA"
"242";"BARRO PRETO";"BA"
"243";"BARROCAS";"BA"
"244";"BELMONTE";"BA"
"245";"BELO CAMPO";"BA"
"246";"BIRITINGA";"BA"
"247";"BOA NOVA";"BA"
"248";"BOA VISTA DO TUPIM";"BA"
"249";"BOM JESUS DA LAPA";"BA"
"250";"BOM JESUS DA SERRA";"BA"
"251";"BONINAL";"BA"
"252";"BONITO";"BA"
"253";"BOQUIRA";"BA"
"254";"BOTUPORA";"BA"
"255";"BREJOES";"BA"
"256";"BREJOLANDIA";"BA"
"257";"BROTAS DE MACAUBAS";"BA"
"258";"BRUMADO";"BA"
"259";"BUERAREMA";"BA"
"260";"BURITIRAMA";"BA"
"261";"CAATIBA";"BA"
"262";"CABACEIRAS DO PARAGUACU";"BA"
"263";"CACHOEIRA";"BA"
"264";"CACULE";"BA"
"265";"CAEM";"BA"
"266";"CAETANOS";"BA"
"267";"CAETITE";"BA"
"268";"CAFARNAUM";"BA"
"269";"CAIRU";"BA"
"270";"CALDEIRAO GRANDE";"BA"
"271";"CAMACAN";"BA"
"272";"CAMACARI";"BA"
"273";"CAMAMU";"BA"
"274";"CAMPO ALEGRE DE LOURDES";"BA"
"275";"CAMPO FORMOSO";"BA"
"276";"CANAPOLIS";"BA"
"277";"CANARANA";"BA"
"278";"CANAVIEIRAS";"BA"
"279";"CANDEAL";"BA"
"280";"CANDEIAS";"BA"
"281";"CANDIBA";"BA"
"282";"CANDIDO SALES";"BA"
"283";"CANSANCAO";"BA"
"284";"CANUDOS";"BA"
"285";"CAPELA DO ALTO ALEGRE";"BA"
"286";"CAPIM GROSSO";"BA"
"287";"CARAIBAS";"BA"
"288";"CARAVELAS";"BA"
"289";"CARDEAL DA SILVA";"BA"
"290";"CARINHANHA";"BA"
"291";"CASA NOVA";"BA"
"292";"CASTRO ALVES";"BA"
"293";"CATOLANDIA";"BA"
"294";"CATU";"BA"
"295";"CATURAMA";"BA"
"296";"CENTRAL";"BA"
"297";"CHORROCHO";"BA"
"298";"CICERO DANTAS";"BA"
"299";"CIPO";"BA"
"300";"COARACI";"BA"
"301";"COCOS";"BA"
"302";"CONCEICAO DA FEIRA";"BA"
"303";"CONCEICAO DO ALMEIDA";"BA"
"304";"CONCEICAO DO COITE";"BA"
"305";"CONCEICAO DO JACUIPE";"BA"
"306";"CONDE";"BA"
"307";"CONDEUBA";"BA"
"308";"CONTENDAS DO SINCORA";"BA"
"309";"CORACAO DE MARIA";"BA"
"310";"CORDEIROS";"BA"
"311";"CORIBE";"BA"
"312";"CORONEL JOAO SA";"BA"
"313";"CORRENTINA";"BA"
"314";"COTEGIPE";"BA"
"315";"CRAVOLANDIA";"BA"
"316";"CRISOPOLIS";"BA"
"317";"CRISTOPOLIS";"BA"
"318";"CRUZ DAS ALMAS";"BA"
"319";"CURACA";"BA"
"320";"DARIO MEIRA";"BA"
"321";"DIAS D'AVILA";"BA"
"322";"DOM BASILIO";"BA"
"323";"DOM MACEDO COSTA";"BA"
"324";"ELISIO MEDRADO";"BA"
"325";"ENCRUZILHADA";"BA"
"326";"ENTRE RIOS";"BA"
"327";"ERICO CARDOSO";"BA"
"328";"ESPLANADA";"BA"
"329";"EUCLIDES DA CUNHA";"BA"
"330";"EUNAPOLIS";"BA"
"331";"FATIMA";"BA"
"332";"FEIRA DA MATA";"BA"
"333";"FEIRA DE SANTANA";"BA"
"334";"FILADELFIA";"BA"
"335";"FIRMINO ALVES";"BA"
"336";"FLORESTA AZUL";"BA"
"337";"FORMOSA DO RIO PRETO";"BA"
"338";"GANDU";"BA"
"339";"GAVIAO";"BA"
"340";"GENTIO DO OURO";"BA"
"341";"GLORIA";"BA"
"342";"GONGOGI";"BA"
"343";"GOVERNADOR MANGABEIRA";"BA"
"344";"GUAJERU";"BA"
"345";"GUANAMBI";"BA"
"346";"GUARATINGA";"BA"
"347";"HELIOPOLIS";"BA"
"348";"IACU";"BA"
"349";"IBIASSUCE";"BA"
"350";"IBICARAI";"BA"
"351";"IBICOARA";"BA"
"352";"IBICUI";"BA"
"353";"IBIPEBA";"BA"
"354";"IBIPITANGA";"BA"
"355";"IBIQUERA";"BA"
"356";"IBIRAPITANGA";"BA"
"357";"IBIRAPUA";"BA"
"358";"IBIRATAIA";"BA"
"359";"IBITIARA";"BA"
"360";"IBITITA";"BA"
"361";"IBOTIRAMA";"BA"
"362";"ICHU";"BA"
"363";"IGAPORA";"BA"
"364";"IGRAPIUNA";"BA"
"365";"IGUAI";"BA"
"366";"ILHEUS";"BA"
"367";"INHAMBUPE";"BA"
"368";"IPECAETA";"BA"
"369";"IPIAU";"BA"
"370";"IPIRA";"BA"
"371";"IPUPIARA";"BA"
"372";"IRAJUBA";"BA"
"373";"IRAMAIA";"BA"
"374";"IRAQUARA";"BA"
"375";"IRARA";"BA"
"376";"IRECE";"BA"
"377";"ITABELA";"BA"
"378";"ITABERABA";"BA"
"379";"ITABUNA";"BA"
"380";"ITACARE";"BA"
"381";"ITAETE";"BA"
"382";"ITAGI";"BA"
"383";"ITAGIBA";"BA"
"384";"ITAGIMIRIM";"BA"
"385";"ITAGUACU DA BAHIA";"BA"
"386";"ITAJU DO COLONIA";"BA"
"387";"ITAJUIPE";"BA"
"388";"ITAMARAJU";"BA"
"389";"ITAMARI";"BA"
"390";"ITAMBE";"BA"
"391";"ITANAGRA";"BA"
"392";"ITANHEM";"BA"
"393";"ITAPARICA";"BA"
"394";"ITAPE";"BA"
"395";"ITAPEBI";"BA"
"396";"ITAPETINGA";"BA"
"397";"ITAPICURU";"BA"
"398";"ITAPITANGA";"BA"
"399";"ITAQUARA";"BA"
"400";"ITARANTIM";"BA"
"401";"ITATIM";"BA"
"402";"ITIRUCU";"BA"
"403";"ITIUBA";"BA"
"404";"ITORORO";"BA"
"405";"ITUACU";"BA"
"406";"ITUBERA";"BA"
"407";"IUIU";"BA"
"408";"JABORANDI";"BA"
"409";"JACARACI";"BA"
"410";"JACOBINA";"BA"
"411";"JAGUAQUARA";"BA"
"412";"JAGUARARI";"BA"
"413";"JAGUARIPE";"BA"
"414";"JANDAIRA";"BA"
"415";"JEQUIE";"BA"
"416";"JEREMOABO";"BA"
"417";"JIQUIRICA";"BA"
"418";"JITAUNA";"BA"
"419";"JOAO DOURADO";"BA"
"420";"JUAZEIRO";"BA"
"421";"JUCURUCU";"BA"
"422";"JUSSARA";"BA"
"423";"JUSSARI";"BA"
"424";"JUSSIAPE";"BA"
"425";"LAFAIETE COUTINHO";"BA"
"426";"LAGOA REAL";"BA"
"427";"LAJE";"BA"
"428";"LAJEDAO";"BA"
"429";"LAJEDINHO";"BA"
"430";"LAJEDO DO TABOCAL";"BA"
"431";"LAMARAO";"BA"
"432";"LAPAO";"BA"
"433";"LAURO DE FREITAS";"BA"
"434";"LENCOIS";"BA"
"435";"LICINIO DE ALMEIDA";"BA"
"436";"LIVRAMENTO DE NOSSA SENHORA";"BA"
"437";"LUIS EDUARDO MAGALHAES";"BA"
"438";"MACAJUBA";"BA"
"439";"MACARANI";"BA"
"440";"MACAUBAS";"BA"
"441";"MACURURE";"BA"
"442";"MADRE DE DEUS";"BA"
"443";"MAETINGA";"BA"
"444";"MAIQUINIQUE";"BA"
"445";"MAIRI";"BA"
"446";"MALHADA";"BA"
"447";"MALHADA DE PEDRAS";"BA"
"448";"MANOEL VITORINO";"BA"
"449";"MANSIDAO";"BA"
"450";"MARACAS";"BA"
"451";"MARAGOGIPE";"BA"
"452";"MARAU";"BA"
"453";"MARCIONILIO SOUZA";"BA"
"454";"MASCOTE";"BA"
"455";"MATA DE SAO JOAO";"BA"
"456";"MATINA";"BA"
"457";"MEDEIROS NETO";"BA"
"458";"MIGUEL CALMON";"BA"
"459";"MILAGRES";"BA"
"460";"MIRANGABA";"BA"
"461";"MIRANTE";"BA"
"462";"MONTE SANTO";"BA"
"463";"MORPARA";"BA"
"464";"MORRO DO CHAPEU";"BA"
"465";"MORTUGABA";"BA"
"466";"MUCUGE";"BA"
"467";"MUCURI";"BA"
"468";"MULUNGU DO MORRO";"BA"
"469";"MUNDO NOVO";"BA"
"470";"MUNIZ FERREIRA";"BA"
"471";"MUQUEM DE SAO FRANCISCO";"BA"
"472";"MURITIBA";"BA"
"473";"MUTUIPE";"BA"
"474";"NAZARE";"BA"
"475";"NILO PECANHA";"BA"
"476";"NORDESTINA";"BA"
"477";"NOVA CANAA";"BA"
"478";"NOVA FATIMA";"BA"
"479";"NOVA IBIA";"BA"
"480";"NOVA ITARANA";"BA"
"481";"NOVA REDENCAO";"BA"
"482";"NOVA SOURE";"BA"
"483";"NOVA VICOSA";"BA"
"484";"NOVO HORIZONTE";"BA"
"485";"NOVO TRIUNFO";"BA"
"486";"OLINDINA";"BA"
"487";"OLIVEIRA DOS BREJINHOS";"BA"
"488";"OURICANGAS";"BA"
"489";"OUROLANDIA";"BA"
"490";"PALMAS DE MONTE ALTO";"BA"
"491";"PALMEIRAS";"BA"
"492";"PARAMIRIM";"BA"
"493";"PARATINGA";"BA"
"494";"PARIPIRANGA";"BA"
"495";"PAU BRASIL";"BA"
"496";"PAULO AFONSO";"BA"
"497";"PE DE SERRA";"BA"
"498";"PEDRAO";"BA"
"499";"PEDRO ALEXANDRE";"BA"
"500";"PIATA";"BA"
"501";"PILAO ARCADO";"BA"
"502";"PINDAI";"BA"
"503";"PINDOBACU";"BA"
"504";"PINTADAS";"BA"
"505";"PIRAI DO NORTE";"BA"
"506";"PIRIPA";"BA"
"507";"PIRITIBA";"BA"
"508";"PLANALTINO";"BA"
"509";"PLANALTO";"BA"
"510";"POCOES";"BA"
"511";"POJUCA";"BA"
"512";"PONTO NOVO";"BA"
"513";"PORTO SEGURO";"BA"
"514";"POTIRAGUA";"BA"
"515";"PRADO";"BA"
"516";"PRESIDENTE DUTRA";"BA"
"517";"PRESIDENTE JANIO QUADROS";"BA"
"518";"PRESIDENTE TANCREDO NEVES";"BA"
"519";"QUEIMADAS";"BA"
"520";"QUIJINGUE";"BA"
"521";"QUIXABEIRA";"BA"
"522";"RAFAEL JAMBEIRO";"BA"
"523";"REMANSO";"BA"
"524";"RETIROLANDIA";"BA"
"525";"RIACHAO DAS NEVES";"BA"
"526";"RIACHAO DO JACUIPE";"BA"
"527";"RIACHO DE SANTANA";"BA"
"528";"RIBEIRA DO AMPARO";"BA"
"529";"RIBEIRA DO POMBAL";"BA"
"530";"RIBEIRAO DO LARGO";"BA"
"531";"RIO DE CONTAS";"BA"
"532";"RIO DO ANTONIO";"BA"
"533";"RIO DO PIRES";"BA"
"534";"RIO REAL";"BA"
"535";"RODELAS";"BA"
"536";"RUY BARBOSA";"BA"
"537";"SALINAS DA MARGARIDA";"BA"
"538";"SALVADOR";"BA"
"539";"SANTA BARBARA";"BA"
"540";"SANTA BRIGIDA";"BA"
"541";"SANTA CRUZ CABRALIA";"BA"
"542";"SANTA CRUZ DA VITORIA";"BA"
"543";"SANTA INES";"BA"
"544";"SANTA LUZIA";"BA"
"545";"SANTA MARIA DA VITORIA";"BA"
"546";"SANTA RITA DE CASSIA";"BA"
"547";"SANTA TERESINHA";"BA"
"548";"SANTALUZ";"BA"
"549";"SANTANA";"BA"
"550";"SANTANOPOLIS";"BA"
"551";"SANTO AMARO";"BA"
"552";"SANTO ANTONIO DE JESUS";"BA"
"553";"SANTO ESTEVAO";"BA"
"554";"SAO DESIDERIO";"BA"
"555";"SAO DOMINGOS";"BA"
"556";"SAO FELIPE";"BA"
"557";"SAO FELIX";"BA"
"558";"SAO FELIX DO CORIBE";"BA"
"559";"SAO FRANCISCO DO CONDE";"BA"
"560";"SAO GABRIEL";"BA"
"561";"SAO GONCALO DOS CAMPOS";"BA"
"562";"SAO JOSE DA VITORIA";"BA"
"563";"SAO JOSE DO JACUIPE";"BA"
"564";"SAO MIGUEL DAS MATAS";"BA"
"565";"SAO SEBASTIAO DO PASSE";"BA"
"566";"SAPEACU";"BA"
"567";"SATIRO DIAS";"BA"
"568";"SAUBARA";"BA"
"569";"SAUDE";"BA"
"570";"SEABRA";"BA"
"571";"SEBASTIAO LARANJEIRAS";"BA"
"572";"SENHOR DO BONFIM";"BA"
"573";"SENTO SE";"BA"
"574";"SERRA DO RAMALHO";"BA"
"575";"SERRA DOURADA";"BA"
"576";"SERRA PRETA";"BA"
"577";"SERRINHA";"BA"
"578";"SERROLANDIA";"BA"
"579";"SIMOES FILHO";"BA"
"580";"SITIO DO MATO";"BA"
"581";"SITIO DO QUINTO";"BA"
"582";"SOBRADINHO";"BA"
"583";"SOUTO SOARES";"BA"
"584";"TABOCAS DO BREJO VELHO";"BA"
"585";"TANHACU";"BA"
"586";"TANQUE NOVO";"BA"
"587";"TANQUINHO";"BA"
"588";"TAPEROA";"BA"
"589";"TAPIRAMUTA";"BA"
"590";"TEIXEIRA DE FREITAS";"BA"
"591";"TEODORO SAMPAIO";"BA"
"592";"TEOFILANDIA";"BA"
"593";"TEOLANDIA";"BA"
"594";"TERRA NOVA";"BA"
"595";"TREMEDAL";"BA"
"596";"TUCANO";"BA"
"597";"UAUA";"BA"
"598";"UBAIRA";"BA"
"599";"UBAITABA";"BA"
"600";"UBATA";"BA"
"601";"UIBAI";"BA"
"602";"UMBURANAS";"BA"
"603";"UNA";"BA"
"604";"URANDI";"BA"
"605";"URUCUCA";"BA"
"606";"UTINGA";"BA"
"607";"VALENCA";"BA"
"608";"VALENTE";"BA"
"609";"VARZEA DA ROCA";"BA"
"610";"VARZEA DO POCO";"BA"
"611";"VARZEA NOVA";"BA"
"612";"VARZEDO";"BA"
"613";"VERA CRUZ";"BA"
"614";"VEREDA";"BA"
"615";"VITORIA DA CONQUISTA";"BA"
"616";"WAGNER";"BA"
"617";"WANDERLEY";"BA"
"618";"WENCESLAU GUIMARAES";"BA"
"619";"XIQUE-XIQUE";"BA"
"620";"ABAIARA";"CE"
"621";"ACARAPE";"CE"
"622";"ACARAU";"CE"
"623";"ACOPIARA";"CE"
"624";"AIUABA";"CE"
"625";"ALCANTARAS";"CE"
"626";"ALTANEIRA";"CE"
"627";"ALTO SANTO";"CE"
"628";"AMONTADA";"CE"
"629";"ANTONINA DO NORTE";"CE"
"630";"APUIARES";"CE"
"631";"AQUIRAZ";"CE"
"632";"ARACATI";"CE"
"633";"ARACOIABA";"CE"
"634";"ARARENDA";"CE"
"635";"ARARIPE";"CE"
"636";"ARATUBA";"CE"
"637";"ARNEIROZ";"CE"
"638";"ASSARE";"CE"
"639";"AURORA";"CE"
"640";"BAIXIO";"CE"
"641";"BANABUIU";"CE"
"642";"BARBALHA";"CE"
"643";"BARREIRA";"CE"
"644";"BARRO";"CE"
"645";"BARROQUINHA";"CE"
"646";"BATURITE";"CE"
"647";"BEBERIBE";"CE"
"648";"BELA CRUZ";"CE"
"649";"BOA VIAGEM";"CE"
"650";"BREJO SANTO";"CE"
"651";"CAMOCIM";"CE"
"652";"CAMPOS SALES";"CE"
"653";"CANINDE";"CE"
"654";"CAPISTRANO";"CE"
"655";"CARIDADE";"CE"
"656";"CARIRE";"CE"
"657";"CARIRIACU";"CE"
"658";"CARIUS";"CE"
"659";"CARNAUBAL";"CE"
"660";"CASCAVEL";"CE"
"661";"CATARINA";"CE"
"662";"CATUNDA";"CE"
"663";"CAUCAIA";"CE"
"664";"CEDRO";"CE"
"665";"CHAVAL";"CE"
"666";"CHORO";"CE"
"667";"CHOROZINHO";"CE"
"668";"COREAU";"CE"
"669";"CRATEUS";"CE"
"670";"CRATO";"CE"
"671";"CROATA";"CE"
"672";"CRUZ";"CE"
"673";"DEPUTADO IRAPUAN PINHEIRO";"CE"
"674";"ERERE";"CE"
"675";"EUSEBIO";"CE"
"676";"FARIAS BRITO";"CE"
"677";"FORQUILHA";"CE"
"678";"FORTALEZA";"CE"
"679";"FORTIM";"CE"
"680";"FRECHEIRINHA";"CE"
"681";"GENERAL SAMPAIO";"CE"
"682";"GRACA";"CE"
"683";"GRANJA";"CE"
"684";"GRANJEIRO";"CE"
"685";"GROAIRAS";"CE"
"686";"GUAIUBA";"CE"
"687";"GUARACIABA DO NORTE";"CE"
"688";"GUARAMIRANGA";"CE"
"689";"HIDROLANDIA";"CE"
"690";"HORIZONTE";"CE"
"691";"IBARETAMA";"CE"
"692";"IBIAPINA";"CE"
"693";"IBICUITINGA";"CE"
"694";"ICAPUI";"CE"
"695";"ICO";"CE"
"696";"IGUATU";"CE"
"697";"INDEPENDENCIA";"CE"
"698";"IPAPORANGA";"CE"
"699";"IPAUMIRIM";"CE"
"700";"IPU";"CE"
"701";"IPUEIRAS";"CE"
"702";"IRACEMA";"CE"
"703";"IRAUCUBA";"CE"
"704";"ITAICABA";"CE"
"705";"ITAITINGA";"CE"
"706";"ITAPAGE";"CE"
"707";"ITAPIPOCA";"CE"
"708";"ITAPIUNA";"CE"
"709";"ITAREMA";"CE"
"710";"ITATIRA";"CE"
"711";"JAGUARETAMA";"CE"
"712";"JAGUARIBARA";"CE"
"713";"JAGUARIBE";"CE"
"714";"JAGUARUANA";"CE"
"715";"JARDIM";"CE"
"716";"JATI";"CE"
"717";"JIJOCA DE JERICOACOARA";"CE"
"718";"JUAZEIRO DO NORTE";"CE"
"719";"JUCAS";"CE"
"720";"LAVRAS DA MANGABEIRA";"CE"
"721";"LIMOEIRO DO NORTE";"CE"
"722";"MADALENA";"CE"
"723";"MARACANAU";"CE"
"724";"MARANGUAPE";"CE"
"725";"MARCO";"CE"
"726";"MARTINOPOLE";"CE"
"727";"MASSAPE";"CE"
"728";"MAURITI";"CE"
"729";"MERUOCA";"CE"
"730";"MILAGRES";"CE"
"731";"MILHA";"CE"
"732";"MIRAIMA";"CE"
"733";"MISSAO VELHA";"CE"
"734";"MOMBACA";"CE"
"735";"MONSENHOR TABOSA";"CE"
"736";"MORADA NOVA";"CE"
"737";"MORAUJO";"CE"
"738";"MORRINHOS";"CE"
"739";"MUCAMBO";"CE"
"740";"MULUNGU";"CE"
"741";"NOVA OLINDA";"CE"
"742";"NOVA RUSSAS";"CE"
"743";"NOVO ORIENTE";"CE"
"744";"OCARA";"CE"
"745";"OROS";"CE"
"746";"PACAJUS";"CE"
"747";"PACATUBA";"CE"
"748";"PACOTI";"CE"
"749";"PACUJA";"CE"
"750";"PALHANO";"CE"
"751";"PALMACIA";"CE"
"752";"PARACURU";"CE"
"753";"PARAIPABA";"CE"
"754";"PARAMBU";"CE"
"755";"PARAMOTI";"CE"
"756";"PEDRA BRANCA";"CE"
"757";"PENAFORTE";"CE"
"758";"PENTECOSTE";"CE"
"759";"PEREIRO";"CE"
"760";"PINDORETAMA";"CE"
"761";"PIQUET CARNEIRO";"CE"
"762";"PIRES FERREIRA";"CE"
"763";"PORANGA";"CE"
"764";"PORTEIRAS";"CE"
"765";"POTENGI";"CE"
"766";"POTIRETAMA";"CE"
